n,seconds
1497,0.0017404110
1498,0.0018004830
1499,0.0017493580
1500,0.0021270950
1501,0.0017656530
1502,0.0026149390
1503,0.0017997950
1504,0.0017476110
1505,0.0016429790
1506,0.0018411690
1507,0.0017417740
1508,0.0016935530
1509,0.0017607540
1510,0.0017304580
1511,0.0017280440
1512,0.0017728860
1513,0.0017193020
1514,0.0017930980
1515,0.0017002360
1516,0.0016460140
1517,0.0016877630
1518,0.0017351110
1519,0.0020290830
1520,0.0026847350
1521,0.0017152880
1522,0.0018911560
1523,0.0019094880
1524,0.0026198080
1525,0.0018062950
1526,0.0017758480
1527,0.0022637980
1528,0.0017669610
1529,0.0018883880
1530,0.0019184880
1531,0.0017203940
1532,0.0017702060
1533,0.0017493170
1534,0.0016892650
1535,0.0017208140
1536,0.0018555410
1537,0.0017796300
1538,0.0018385950
1539,0.0018950110
1540,0.0017688340
1541,0.0017569320
1542,0.0016821820
1543,0.0016945350
1544,0.0017562010
1545,0.0017137510
1546,0.0018436740
1547,0.0018886350
1548,0.0019047590
1549,0.0020819590
1550,0.0020310280
1551,0.0022243280
1552,0.0017753760
1553,0.0019741090
1554,0.0018716170
1555,0.0018367420
1556,0.0018435840
1557,0.0017436370
1558,0.0018281340
1559,0.0017415180
1560,0.0020959070
1561,0.0018912000
1562,0.0017187510
1563,0.0017229180
1564,0.0017237200
1565,0.0018552160
1566,0.0019091230
1567,0.0017795600
1568,0.0017319050
1569,0.0017470230
1570,0.0017783520
1571,0.0017314240
1572,0.0017695750
1573,0.0016999860
1574,0.0017754960
1575,0.0017786520
1576,0.0017479350
1577,0.0018416700
1578,0.0018591100
1579,0.0019015760
1580,0.0018165440
1581,0.0017501090
1582,0.0017808070
1583,0.0018316620
1584,0.0017983390
1585,0.0018089590
1586,0.0018592240
1587,0.0018207310
1588,0.0017488170
1589,0.0018191390
1590,0.0018227350
1591,0.0019932900
1592,0.0018183370
1593,0.0019547770
1594,0.0018415500
1595,0.0019014990
1596,0.0019598820
1597,0.0018582920
1598,0.0020633460
1599,0.0019282320
1600,0.0018337190
1601,0.0018424030
1602,0.0021022800
1603,0.0018213330
1604,0.0018044810
1605,0.0017734430
1606,0.0018049920
1607,0.0018274940
1608,0.0018533330
1609,0.0019039170
1610,0.0019885520
1611,0.0018654150
1612,0.0018329250
1613,0.0019441260
1614,0.0019041470
1615,0.0017773000
1616,0.0017969570
1617,0.0019539710
1618,0.0017930150
1619,0.0019599410
1620,0.0020135960
1621,0.0018507730
1622,0.0019066120
1623,0.0018221440
1624,0.0018687410
1625,0.0019447040
1626,0.0019816380
1627,0.0018528510
1628,0.0019996970
1629,0.0020600500
1630,0.0019008610
1631,0.0019372500
1632,0.0019077640
1633,0.0018951710
1634,0.0018120950
1635,0.0019210300
1636,0.0018595050
1637,0.0019103200
1638,0.0019594900
1639,0.0017947430
1640,0.0018890500
1641,0.0018595240
1642,0.0018479920
1643,0.0018499160
1644,0.0018018260
1645,0.0018946610
1646,0.0020023800
1647,0.0019517870
1648,0.0019053900
1649,0.0018043210
1650,0.0019382610
1651,0.0019659830
1652,0.0018041010
1653,0.0018869060
1654,0.0018313510
1655,0.0020160080
1656,0.0020485690
1657,0.0021573470
1658,0.0020386790
1659,0.0018559370
1660,0.0019079950
1661,0.0019203780
1662,0.0018776880
1663,0.0018671090
1664,0.0019149690
1665,0.0021250560
1666,0.0021354620
1667,0.0019545920
1668,0.0018890690
1669,0.0019420990
1670,0.0019435820
1671,0.0019265390
1672,0.0019945860
1673,0.0020363360
1674,0.0019412470
1675,0.0019676420
1676,0.0021185350
1677,0.0019192260
1678,0.0020016410
1679,0.0019638390
1680,0.0019056100
1681,0.0019325310
1682,0.0019356000
1683,0.0020180980
1684,0.0021373180
1685,0.0021419300
1686,0.0019914110
1687,0.0018715260
1688,0.0019428200
1689,0.0019075640
1690,0.0018778670
1691,0.0019250770
1692,0.0020265020
1693,0.0022654370
1694,0.0023087860
1695,0.0019927030
1696,0.0020584770
1697,0.0019043180
1698,0.0020274420
1699,0.0018611670
1700,0.0018764360
1701,0.0021189850
1702,0.0019283220
1703,0.0019765750
1704,0.0019198270
1705,0.0019158500
1706,0.0019309180
1707,0.0019434210
1708,0.0019371990
1709,0.0022011090
1710,0.0021040470
1711,0.0019825330
1712,0.0019472790
1713,0.0019293750
1714,0.0020266270
1715,0.0019089170
1716,0.0019181140
1717,0.0019648320
1718,0.0019503540
1719,0.0019724260
1720,0.0021225570
1721,0.0020167890
1722,0.0019765430
1723,0.0020465750
1724,0.0019698410
1725,0.0019344240
1726,0.0020054870
1727,0.0019807310
1728,0.0020207960
1729,0.0020704560
1730,0.0020649280
1731,0.0020034430
1732,0.0019236540
1733,0.0018842910
1734,0.0019520780
1735,0.0019583190
1736,0.0020914850
1737,0.0021930430
1738,0.0022387840
1739,0.0021241900
1740,0.0020019710
1741,0.0019447340
1742,0.0020825110
1743,0.0021186800
1744,0.0019322200
1745,0.0019284530
1746,0.0019532200
1747,0.0021071810
1748,0.0019677770
1749,0.0020100560
1750,0.0020160070
1751,0.0019898080
1752,0.0020204860
1753,0.0019592900
1754,0.0020095260
1755,0.0020267630
1756,0.0021936550
1757,0.0021227440
1758,0.0020615470
1759,0.0020894550
1760,0.0020638870
1761,0.0021020790
1762,0.0021180780
1763,0.0022390740
1764,0.0020507640
1765,0.0022693620
1766,0.0020104970
1767,0.0020915280
1768,0.0019787270
1769,0.0020971590
1770,0.0021962450
1771,0.0019864620
1772,0.0020333290
1773,0.0021107450
1774,0.0020926460
1775,0.0020026670
1776,0.0019731670
1777,0.0020381190
1778,0.0020902070
1779,0.0022612810
1780,0.0021394490
1781,0.0020810100
1782,0.0021521270
1783,0.0022230700
1784,0.0020441900
1785,0.0019942860
1786,0.0020909480
1787,0.0020890300
1788,0.0020961570
1789,0.0020112790
1790,0.0021167560
1791,0.0021515620
1792,0.0021173770
1793,0.0020040810
1794,0.0019697460
1795,0.0020467800
1796,0.0020989420
1797,0.0020801220
1798,0.0021681120
1799,0.0020198040
1800,0.0021520730
1801,0.0023145760
1802,0.0021422300
1803,0.0021448380
1804,0.0020422670
1805,0.0022692520
1806,0.0021392880
1807,0.0020962480
1808,0.0020716720
1809,0.0022319420
1810,0.0020102370
1811,0.0020855880
1812,0.0020971600
1813,0.0023004440
1814,0.0022013650
1815,0.0021852630
1816,0.0022046220
1817,0.0021383960
1818,0.0020486380
1819,0.0022300380
1820,0.0020549600
1821,0.0024045610
1822,0.0021134800
1823,0.0021901970
1824,0.0020837140
1825,0.0022198390
1826,0.0021643550
1827,0.0020981410
1828,0.0021812370
1829,0.0020304340
1830,0.0021505500
1831,0.0022263180
1832,0.0021146430
1833,0.0022220030
1834,0.0022121440
1835,0.0021968260
1836,0.0021102030
1837,0.0022708550
1838,0.0020561320
1839,0.0021737270
1840,0.0023385410
1841,0.0021563400
1842,0.0022812550
1843,0.0020852370
1844,0.0020781440
1845,0.0020777930
1846,0.0021491770
1847,0.0021332570
1848,0.0022883770
1849,0.0021328120
1850,0.0021666440
1851,0.0022146900
1852,0.0023804060
1853,0.0021800740
1854,0.0021582940
1855,0.0022782830
1856,0.0022830320
1857,0.0025476930
1858,0.0022425720
1859,0.0021419530
1860,0.0022369620
1861,0.0022080370
1862,0.0021556390
1863,0.0023552230
1864,0.0022997930
1865,0.0022272740
1866,0.0023886810
1867,0.0022702730
1868,0.0022073260
1869,0.0021093120
1870,0.0024121330
1871,0.0021365930
1872,0.0021792930
1873,0.0022218430
1874,0.0021943620
1875,0.0021986400
1876,0.0021776740
1877,0.0022682190
1878,0.0022841600
1879,0.0021155040
1880,0.0021278670
1881,0.0021988990
1882,0.0021796440
1883,0.0022753930
1884,0.0021223770
1885,0.0021323850
1886,0.0022829080
1887,0.0022134570
1888,0.0021734230
1889,0.0021395590
1890,0.0022004430
1891,0.0023438320
1892,0.0022049810
1893,0.0021780600
1894,0.0021323150
1895,0.0021060430
1896,0.0024629690
1897,0.0022563170
1898,0.0021615700
1899,0.0022559170
1900,0.0021639240
1901,0.0021081800
1902,0.0022489590
1903,0.0022390270
1904,0.0027043430
1905,0.0022791600
1906,0.0022721170
1907,0.0021945220
1908,0.0022898610
1909,0.0022250030
1910,0.0022443350
1911,0.0022641630
1912,0.0022936380
1913,0.0021521130
1914,0.0023635180
1915,0.0023043370
1916,0.0022420210
1917,0.0021950290
1918,0.0022713660
1919,0.0024845240
1920,0.0022287810
1921,0.0022173740
1922,0.0022461380
1923,0.0022584210
1924,0.0022904310
1925,0.0022285450
1926,0.0021514910
1927,0.0023035660
1928,0.0022139480
1929,0.0022139480
1930,0.0023052790
1931,0.0021813180
1932,0.0023377500
1933,0.0021996220
1934,0.0023810060
1935,0.0022394650
1936,0.0022778350
1937,0.0022871950
1938,0.0023422480
1939,0.0022314010
1940,0.0023417290
1941,0.0024754450
1942,0.0024665610
1943,0.0021968660
1944,0.0022134880
1945,0.0022014650
1946,0.0023278220
1947,0.0027477580
1948,0.0027188330
1949,0.0022023160
1950,0.0023782070
1951,0.0023902490
1952,0.0023459850
1953,0.0022471510
1954,0.0022983060
1955,0.0024742620
1956,0.0022961670
1957,0.0026348920
1958,0.0022326040
1959,0.0025211630
1960,0.0023463170
1961,0.0023127430
1962,0.0022819760
1963,0.0022929250
1964,0.0023230520
1965,0.0022306490
1966,0.0023357380
1967,0.0025085800
1968,0.0023747150
1969,0.0022982360
1970,0.0023852250
1971,0.0023437270
1972,0.0024282450
1973,0.0025044020
1974,0.0023666590
1975,0.0022306090
1976,0.0021797240
1977,0.0022605350
1978,0.0022428630
1979,0.0023195530
1980,0.0023405460
1981,0.0023749090
1982,0.0024478780
1983,0.0024807480
1984,0.0024939530
1985,0.0024789650
1986,0.0023725250
1987,0.0024892880
1988,0.0023479990
1989,0.0023531690
1990,0.0023531890
1991,0.0023851990
1992,0.0022865640
1993,0.0023011220
1994,0.0023129720
1995,0.0022569980
1996,0.0022662660
1997,0.0022517090
1998,0.0024869370
1999,0.0022973240
2000,0.0023637890
